GeneID,FC0_1,FC0_2,FC0_3,FC1_1,FC1_2,FC1_3,FC3_1,FC3_2,FC3_3,FC2_1,FC2_2,FC2_3,DBM0_1,DBM0_2,DBM0_3,DBM25_1,DBM25_2,DBM25_3,DBM50_1,DBM50_2,DBM50_3,DBM75_1,DBM75_2,DBM75_3
DBM75_1_k141_46224_gene_40902,2,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,6,4,8
DBM75_1_k141_46228_gene_40907,12,176,32,0,0,0,0,0,0,0,2,0,0,0,0,8,4,34,24,0,0,188,254,400
DBM75_1_k141_46228_gene_40908,12,256,10,10,0,0,0,0,0,0,0,0,0,0,0,2,0,20,2,4,0,208,132,420
DBM75_1_k141_46228_gene_40909,2,118,14,0,0,0,0,0,0,0,0,0,0,0,0,6,2,48,4,4,0,90,126,290
DBM75_1_k141_46228_gene_40911,4,114,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,8,10,0,154,148,320
DBM75_1_k141_46235_gene_40915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0
DBM75_1_k141_46237_gene_40919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,56,0,16
DBM75_1_k141_46240_gene_40922,0,0,0,0,0,0,26,18,6,0,52,0,6,4,2,0,0,0,0,0,0,170,0,0
DBM75_1_k141_46243_gene_40923,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,2,36
DBM75_1_k141_46247_gene_40924,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,2,4
DBM75_1_k141_46250_gene_40928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8
DBM75_1_k141_46252_gene_40929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
DBM75_1_k141_46253_gene_40931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46253_gene_40932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
DBM75_1_k141_46265_gene_40938,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,26,0,0
DBM75_1_k141_46266_gene_40940,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,60
DBM75_1_k141_46266_gene_40941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DBM75_1_k141_46267_gene_40942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,6
DBM75_1_k141_46268_gene_40944,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,18,36
DBM75_1_k141_46268_gene_40945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46268_gene_40946,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10
DBM75_1_k141_46268_gene_40947,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,20,22
DBM75_1_k141_46268_gene_40948,0,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,60,20,20
DBM75_1_k141_46268_gene_40949,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,20,60
DBM75_1_k141_46268_gene_40950,4,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,48,38,154
DBM75_1_k141_46268_gene_40951,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,36,6,66
DBM75_1_k141_46273_gene_40953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,4
DBM75_1_k141_46274_gene_40954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,52
DBM75_1_k141_46276_gene_40955,0,8,2,8,12,0,12,8,8,4,20,4,2,6,0,0,0,10,2,0,0,102,72,280
DBM75_1_k141_46276_gene_40956,0,10,0,0,22,0,0,10,2,16,2,0,0,0,0,2,0,8,0,0,0,92,42,168
DBM75_1_k141_46276_gene_40957,0,8,0,6,6,0,0,6,0,2,2,0,6,0,0,0,0,12,0,2,0,28,16,104
DBM75_1_k141_46280_gene_40959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,78
DBM75_1_k141_46285_gene_40961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46288_gene_40966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46290_gene_40967,0,0,0,0,0,0,8,0,0,0,68,0,0,0,0,0,0,0,0,0,0,134,0,0
DBM75_1_k141_46295_gene_40975,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,0,0,0,0,0,188,1154,48
DBM75_1_k141_46302_gene_40977,0,34,6,8,30,0,0,6,24,0,4,4,0,0,0,0,0,18,4,0,0,62,76,188
DBM75_1_k141_46307_gene_40978,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,4,10
DBM75_1_k141_46309_gene_40980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
DBM75_1_k141_46310_gene_40982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
DBM75_1_k141_46313_gene_40984,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,10,10
DBM75_1_k141_46315_gene_40985,0,16,54,4,0,0,8,0,4,4,20,0,0,6,34,170,12,12,19786,4,484,388,112,420
DBM75_1_k141_46329_gene_40991,0,0,0,2,0,0,36,6,2,4,160,0,6,2,26,0,0,0,0,0,0,266,0,2
DBM75_1_k141_46331_gene_40996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46336_gene_40999,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0
DBM75_1_k141_46337_gene_41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
DBM75_1_k141_46339_gene_41003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
DBM75_1_k141_46340_gene_41004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
DBM75_1_k141_46340_gene_41005,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,10,4
DBM75_1_k141_46349_gene_41013,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,28,0,32
DBM75_1_k141_46351_gene_41014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46351_gene_41015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46352_gene_41016,0,0,0,0,2,0,8,0,0,0,2,4,0,0,0,0,0,0,0,0,0,22,6,14
DBM75_1_k141_46354_gene_41017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
DBM75_1_k141_46354_gene_41018,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,12,26
DBM75_1_k141_46354_gene_41019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
DBM75_1_k141_46357_gene_41022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,42
DBM75_1_k141_46359_gene_41025,0,84,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,0,0,32,24,66
DBM75_1_k141_46368_gene_41032,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,16
DBM75_1_k141_46369_gene_41033,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,18
DBM75_1_k141_46371_gene_41036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,14
DBM75_1_k141_46373_gene_41039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46374_gene_41042,0,4,0,2,18,0,0,2,2,2,2,2,0,0,0,0,0,6,2,0,0,46,8,152
DBM75_1_k141_46378_gene_41044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,114
DBM75_1_k141_46378_gene_41045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,80
DBM75_1_k141_46378_gene_41046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DBM75_1_k141_46379_gene_41052,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,74,0,0
DBM75_1_k141_46380_gene_41053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46389_gene_41056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,24
DBM75_1_k141_46391_gene_41059,0,2,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,102
DBM75_1_k141_46395_gene_41060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0
DBM75_1_k141_46400_gene_41061,0,16,0,10,14,2,6,16,4,2,8,2,0,0,0,0,0,12,2,0,0,56,26,158
DBM75_1_k141_46402_gene_41063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
DBM75_1_k141_46402_gene_41064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,110
DBM75_1_k141_46405_gene_41065,0,0,0,8,0,0,8,2,0,0,20,0,2,0,0,0,0,0,0,0,0,166,0,0
DBM75_1_k141_46412_gene_41068,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
DBM75_1_k141_46418_gene_41071,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,26
DBM75_1_k141_46419_gene_41072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
DBM75_1_k141_46419_gene_41073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46427_gene_41083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0
DBM75_1_k141_46429_gene_41086,6,18,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0,52,24,56
DBM75_1_k141_46433_gene_41087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,164
DBM75_1_k141_46434_gene_41089,2,12,0,0,2,2,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,158,72,244
DBM75_1_k141_46434_gene_41090,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136,34,170
DBM75_1_k141_46434_gene_41093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,14,50
DBM75_1_k141_46434_gene_41094,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,48,204
DBM75_1_k141_46439_gene_41099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0
DBM75_1_k141_46442_gene_41101,0,8,4,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,194,64,144
DBM75_1_k141_46442_gene_41102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12
DBM75_1_k141_46442_gene_41103,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,62,28,150
DBM75_1_k141_46442_gene_41104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,12,12,18
DBM75_1_k141_46446_gene_41106,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,82,0,236
DBM75_1_k141_46447_gene_41109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46448_gene_41111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
DBM75_1_k141_46448_gene_41112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46449_gene_41113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,84
DBM75_1_k141_46452_gene_41118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46458_gene_41121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,22
DBM75_1_k141_46463_gene_41131,0,0,0,0,0,0,4,0,0,0,10,0,0,0,2,0,0,0,0,0,0,50,0,0
DBM75_1_k141_46471_gene_41136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
DBM75_1_k141_46471_gene_41137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0
DBM75_1_k141_46472_gene_41138,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,92,0,0
DBM75_1_k141_46472_gene_41139,0,0,0,10,0,0,36,2,6,0,26,0,12,4,10,0,0,0,0,0,0,208,0,0
DBM75_1_k141_46474_gene_41141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46477_gene_41142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
DBM75_1_k141_46488_gene_41144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,26
DBM75_1_k141_46489_gene_41145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
DBM75_1_k141_46495_gene_41151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,92
DBM75_1_k141_46497_gene_41156,22,214,18,0,0,0,0,0,0,0,0,0,0,0,0,10,4,28,12,0,2,220,164,348
DBM75_1_k141_46498_gene_41157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0
DBM75_1_k141_46500_gene_41158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46500_gene_41159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,6,106
DBM75_1_k141_46504_gene_41162,0,1330,4,474,356,24,68,38,0,2,0,0,0,0,0,0,0,24,0,0,2,136,0,532
DBM75_1_k141_46504_gene_41167,0,16,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0
DBM75_1_k141_46506_gene_41169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,8
DBM75_1_k141_46515_gene_41176,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2,20
DBM75_1_k141_46528_gene_41181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,8,116
DBM75_1_k141_46538_gene_41184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46550_gene_41186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46550_gene_41187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
DBM75_1_k141_46553_gene_41188,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
DBM75_1_k141_46554_gene_41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
DBM75_1_k141_46556_gene_41192,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,34
DBM75_1_k141_46560_gene_41194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,4,112
DBM75_1_k141_46560_gene_41195,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,60
DBM75_1_k141_46560_gene_41196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,96
DBM75_1_k141_46563_gene_41200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,202
DBM75_1_k141_46566_gene_41203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
DBM75_1_k141_46566_gene_41204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46568_gene_41205,0,4,4,4,12,0,0,6,6,8,0,14,4,0,0,0,0,0,0,0,0,64,34,64
DBM75_1_k141_46569_gene_41206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0
DBM75_1_k141_46573_gene_41208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,40
DBM75_1_k141_46573_gene_41209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,34
DBM75_1_k141_46574_gene_41210,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,64,2,2
DBM75_1_k141_46574_gene_41211,0,6,2,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,148,18,32
DBM75_1_k141_46574_gene_41212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4
DBM75_1_k141_46574_gene_41213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,10
DBM75_1_k141_46574_gene_41214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,28,4,12
DBM75_1_k141_46575_gene_41217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,2
DBM75_1_k141_46577_gene_41218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46577_gene_41219,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,22
DBM75_1_k141_46578_gene_41221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
DBM75_1_k141_46579_gene_41223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46581_gene_41224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0
DBM75_1_k141_46581_gene_41225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46582_gene_41227,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,2,72
DBM75_1_k141_46583_gene_41230,4,10,0,4,2,0,0,14,8,8,4,6,0,0,0,0,0,0,6,0,2,76,18,156
DBM75_1_k141_46585_gene_41231,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0
DBM75_1_k141_46586_gene_41232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,96
DBM75_1_k141_46586_gene_41233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,128
DBM75_1_k141_46586_gene_41234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DBM75_1_k141_46588_gene_41235,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,86,0,0
DBM75_1_k141_46594_gene_41236,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,66,0,0
DBM75_1_k141_46597_gene_41239,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,44,0,0
DBM75_1_k141_46612_gene_41244,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,18,6,36
DBM75_1_k141_46613_gene_41247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
DBM75_1_k141_46614_gene_41248,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,28,16,14
DBM75_1_k141_46617_gene_41249,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,56
DBM75_1_k141_46618_gene_41251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,94
DBM75_1_k141_46623_gene_41252,0,0,0,2,0,0,12,2,0,0,44,0,0,0,4,0,0,0,0,0,0,192,0,0
DBM75_1_k141_46625_gene_41255,14,198,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,474,220,680
DBM75_1_k141_46625_gene_41257,4,146,8,2,0,0,0,0,0,0,0,0,0,0,0,4,0,14,4,0,0,436,210,476
DBM75_1_k141_46625_gene_41258,14,154,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,14,0,0,360,118,486
DBM75_1_k141_46625_gene_41259,14,130,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,6,0,0,410,182,528
DBM75_1_k141_46625_gene_41260,12,92,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,4,2,2,248,76,318
DBM75_1_k141_46625_gene_41261,10,150,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,320,142,380
DBM75_1_k141_46625_gene_41262,10,106,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,10,0,0,278,148,388
DBM75_1_k141_46625_gene_41263,10,82,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,230,120,392
DBM75_1_k141_46625_gene_41264,8,184,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,2,430,132,524
DBM75_1_k141_46625_gene_41265,16,72,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,202,110,308
DBM75_1_k141_46625_gene_41266,2,104,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,240,96,366
DBM75_1_k141_46625_gene_41267,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,18,10,58
DBM75_1_k141_46625_gene_41268,4,130,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,2,0,0,290,148,348
DBM75_1_k141_46625_gene_41269,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,44,34,120
DBM75_1_k141_46625_gene_41270,8,148,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,400,154,476
DBM75_1_k141_46625_gene_41271,12,152,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,0,0,0,304,126,480
DBM75_1_k141_46625_gene_41272,14,168,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,530,216,590
DBM75_1_k141_46625_gene_41273,4,152,24,0,0,0,0,0,0,2,0,0,0,0,0,0,4,14,2,0,0,382,168,684
DBM75_1_k141_46627_gene_41276,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,128
DBM75_1_k141_46627_gene_41277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,78
DBM75_1_k141_46627_gene_41278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,8,50
DBM75_1_k141_46630_gene_41280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0
DBM75_1_k141_46631_gene_41281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46631_gene_41282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
DBM75_1_k141_46641_gene_41288,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,28,0,32
DBM75_1_k141_46648_gene_41293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,30
DBM75_1_k141_46649_gene_41295,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,74,22,62
DBM75_1_k141_46650_gene_41296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,2,20
DBM75_1_k141_46655_gene_41302,2,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,70,16,84
DBM75_1_k141_46663_gene_41309,4,40,0,2,12,0,2,10,4,4,6,0,0,2,0,4,0,8,2,0,0,90,36,148
DBM75_1_k141_46663_gene_41310,0,10,8,0,2,4,4,12,0,6,20,4,4,0,0,0,0,0,0,0,0,96,26,158
DBM75_1_k141_46666_gene_41313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,34
DBM75_1_k141_46666_gene_41314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46670_gene_41315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46673_gene_41319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,100
DBM75_1_k141_46684_gene_41328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DBM75_1_k141_46685_gene_41329,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,64,0,0
DBM75_1_k141_46687_gene_41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DBM75_1_k141_46687_gene_41331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,156
DBM75_1_k141_46687_gene_41332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,6,14
DBM75_1_k141_46692_gene_41333,0,0,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,36,0,0
DBM75_1_k141_46692_gene_41334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0
DBM75_1_k141_46703_gene_41337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
DBM75_1_k141_46704_gene_41338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,6
DBM75_1_k141_46704_gene_41339,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,44,6,6
DBM75_1_k141_46704_gene_41340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
