#Taxonomy,FC0_1,FC0_2,FC0_3,FC1_1,FC1_2,FC1_3,FC3_1,FC3_2,FC3_3,FC2_1,FC2_2,FC2_3,DBM0_1,DBM0_2,DBM0_3,DBM25_1,DBM25_2,DBM25_3,DBM50_1,DBM50_2,DBM50_3,DBM75_1,DBM75_2,DBM75_3
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_minihominis,1783.47066708428,1403.88662774298,175.036671110205,0.0215402692578392,3.67068566009763,0.56731555847122,0.252944364786818,0,0.11885395812576,0.274167763978916,0.377709938962654,0,0,0,0.161208488935522,23.7747468560914,16.8254261077687,359.214033785703,54.7747386979341,14.4685439235507,3.32919005593694,1612.63996825056,1092.24668191489,3483.12830349173
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_naeslundii,14.3966390491977,10.1718220788831,0.950660570443227,0,0,0,0,0,0,0,0,0,0,0,0,0.686589194163329,0,6.6871348031324,0.666341696040017,0,0,12.5158615549017,7.95114074635943,26.1743442809482
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_nasicola,37.3158253951887,6.93602715371382,1.83137965205194,0,0,0,0,0,0,0,0,0,0,0,0,0.216828590993643,0.298184010608845,4.57850158104363,0.140268951190148,0,0,13.2720727768848,7.46258328068996,43.3041705732392
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_neuii,0,3.4684470561053,0.582690211053108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11207391894427,0.318218647047965,0,0,0,0,0.234449322484008,7.46469784841583
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_odontolyticus,77.8394165163487,51.8307560524719,2.9774021899772,0,0,0,0,0,0,0,0,0,0,0.204469984167334,0,0,0.373947155169348,13.513823469214,1.5784604856834,0,0.424187357408625,50.786691973994,36.749047163435,118.924039187669
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_oris,11.1135459122227,10.8991156860912,1.22955804746504,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0844131219282372,2.10797237962337,1.12337154994656,0,0.182989218827506,12.7742980821309,8.28875875365033,35.8204293535061
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_polynesiensis,558.617643703731,421.868041149462,44.2494055260111,0,0,0,0,0,0,0.145383706074566,0,0.441972042015024,0,0.271041606919489,0,9.1440172483341,4.27657312293953,111.55116215043,18.1175071590711,4.46694861889745,0.288001440302051,449.825277198228,310.988294624762,994.447295304451
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_provencensis,354.914756737867,398.892845639731,44.750794612335,0,0.589453271061689,0,0,0.168057605878466,0,0,0,0,0.112838968225997,0,0,9.54155020736229,5.27921766653802,96.4374818329272,11.8294559687115,1.10970654793226,1.25862140060624,457.747879010996,308.592431852658,911.663121897415
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_radicidentis,0,1.03005894115879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266269579236721,1.51207249738228,0,0,0,9.30933014879676,2.22805530629097,9.50084985021286
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_radingae,15.1185980413598,25.530437008657,4.38404161211557,0.0276843057911155,0,0,0,0,0,0,0,0,0,0,0,0.490918237206032,0.458008121977718,6.12923300410712,0.843999741377627,0,0.0722669251367858,36.8671931182196,22.1166570092751,61.8260755900842
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_ruminicola,20.4128544219029,14.8590987515933,1.98396174679016,0,0,0,0,0,0,0,0,0,0,0,0,0.333885437161652,0.180337124119416,4.18383831971857,1.00628356474139,0,0.113682275540941,26.8664603115835,17.9524778015694,41.1643320450046
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_slackii,6.26592960732016,18.644986801375,0.589349527750858,0,0,0,0,0,0,0,0,0,0,0,0,0.373291212360645,0,5.40785901519633,2.06781770969293,0,0,14.8841529747317,13.3123745833473,40.8611976277633
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp.,11.8325097143808,21.8088949108919,4.35832052475767,0,0,0,0,0,0,0,0,0,0,0,0,0.221821124268153,0.37017919637618,6.32592366688599,1.9368022113886,0,0,39.8559498155299,25.0669526755764,56.4253637139302
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._2119,0,3.22434416455167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416293575081248,0,1.58613627751453
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.23275714156977,0.131321297720473,6.27176354036203
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._553,12.9843392872504,5.43854295520138,1.06876857364145,0,0,0,0,0,0,0,0,0,0,0,0,0.597652770048908,0.11207391894427,2.41384507398042,0,0,0,2.61318935784294,3.7912763495989,19.4642963327216
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._CtC_72,5.03699766513469,2.90190974809651,0.650017861489917,0,0,0,0,0,0,0,0,0,0,0,0,0.121162798969999,0,0.236658405577688,0.171812158447914,0.212073457998546,0,6.03625683867809,0.871796850413222,9.42290170128696
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._HMSC035G02,14.989452090916,18.506253600565,1.05503819189621,0,2.67378692948731,0,0,0,0,0,0,0,0,0,0,0.344540630630272,0.222888580372312,2.8711927100395,0.273316194404533,0,0.0594856593711708,15.6626511775153,14.8891913769312,33.9793378963146
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._HMSC062G12,8.62449959929537,1.38020487619298,0.74198681551367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.05871872222564,5.9708676373625,9.84488542032848
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._HMSC065F11,0,11.966957448064,1.15213249599959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541996821123928,4.12164615950089,0.875895730255324,0.413717073800442,0,16.2639025014329,10.1364124646649,22.8251102638657
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._HMSC065F12,27.3440226930437,36.2360771474803,7.40538614691824,0,0,0,0,0,0,0,0,0,0,0,0,0.537055760072616,0.186525661228973,12.1513042620098,2.10588883325328,0,0.0747621322057906,51.9239840071473,32.9844309993829,113.93521688258
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._HMSC075B09,13.231283762758,2.61185344330883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.492021510872856,0.131907399066463,0.139045407723564,0,8.50760749971147,2.40658385585996,15.5592934788524
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._HPA0247,2.38805865398816,16.9349404126918,2.49298072046051,0,0,0,0,0,0,0,0,0,0,0,0,0.903999987597996,0.0790322057893854,4.10275358547154,0.268174996501165,0,0,23.0100344466671,16.0753940595425,41.6604685159453
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._ICM39,17.7522222135585,18.7049787572642,0.209626356415447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.457924394532438,0,0,0,2.80082640789058,1.53163773874886,16.6528773688979
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._ICM47,38.1507894440421,19.2990451415887,1.23892501784906,0,0,0,0,0,0,0,0,0,0,0,0,0.285431992845906,0,5.73580638056152,0.778637796733776,0,0,19.4475330763581,14.5460256716717,50.2156141986768
d__Bacteria;k__norank_d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces_sp._ICM54,0,0,1.13336447644396,0,0,0,1.81786389637999,0,0,0,0,1.5299032223597,0,0,0,0,0,0.618952753049339,0.449354875940697,0,0.105570703169715,10.6154861645718,4.1041513265607,13.7414306350057
